Date,Open,High,Low,Close,Adj Close,Volume,Supertrend,Final Lowerband,Final Upperband
2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,188.1078338623047,59922200,True,,
2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,187.57925415039062,46638100,True,,
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,189.26473999023438,60750200,True,,
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,190.0326690673828,41342300,True,,
2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,190.18228149414062,41573900,True,,
2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,193.4735107421875,50520200,True,,
2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,193.2141876220703,48353800,True,185.9554889426196,
2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,194.58055114746094,80507300,True,186.1415411977756,
2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,192.6157989501953,59581200,True,186.1415411977756,
2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,191.42897033691406,71917800,True,186.1415411977756,
2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,192.23680114746094,45377800,True,186.1415411977756,
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,193.1044921875,37283200,True,186.1415411977756,
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.98214721679688,47471900,True,186.1415411977756,
2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,192.70555114746094,47460200,True,186.1415411977756,
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.30860900878906,48291400,True,186.1415411977756,
2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,195.9269561767578,38824100,True,187.15063915161235,
2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,195.0891876220703,35175100,True,187.95458418832686,
2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,192.06724548339844,50389300,True,187.95458418832686,
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,190.6610107421875,61235200,True,187.95458418832686,
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,181.50546264648438,115799700,False,,195.69954879993355
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,178.37380981445312,97576100,False,,192.2249252037531
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,179.8000030517578,179.32127380371094,67823000,False,,190.33116607903435
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,177.71556091308594,60378500,False,,190.33116607903435
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,177.49615478515625,54686900,False,,190.33116607903435
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.5560760498047,51988100,False,,188.02599280489756
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,179.22389221191406,43675600,False,,188.02599280489756
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,177.21652221679688,43622600,False,,187.8381292438911
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,176.3376922607422,46964900,False,,186.59314446232335
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.7710723876953,66062900,False,,185.0041101053537
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.2604217529297,61114200,False,,183.02626431582902
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,175.608642578125,46311900,False,,183.02626431582902
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.99681091308594,42084200,False,,183.02626431582902
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,180.88169860839844,52722800,False,,183.02626431582902
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,176.14793395996094,54945800,False,,183.02626431582902
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.375,51449600,False,,183.02626431582902
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,180.19000244140625,179.9529266357422,43820700,False,,183.02626431582902
2023-08-29,179.6999969482422,184.89999389648438,179.5,184.1199951171875,183.87774658203125,53003900,True,171.70703444586638,
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,187.64999389648438,187.40310668945312,60813900,True,175.7021764090383,
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.8699951171875,187.62281799316406,60794500,True,178.51956044295872,
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,189.2107391357422,45732600,True,179.83928694618956,
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,189.45040893554688,45280000,True,179.84208716265104,
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,182.66934204101562,81755800,True,179.84208716265104,
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,177.32638549804688,112488800,False,,189.4978057771824
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.945556640625,65551300,False,,189.4978057771824
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,179.12400817871094,58953100,False,,189.4978057771824
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,176.0680389404297,90370200,False,,189.4978057771824
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.9807891845703,84267900,False,,188.02115068872212
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,175.5087890625,60895800,False,,186.53199962588113
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.77972412109375,109205100,False,,186.3300088193219
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.73583984375,67257600,False,,186.3300088193219
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,178.8343963623047,51826900,False,,186.3300088193219
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,175.2591094970703,58436200,False,,186.3300088193219
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,173.70115661621094,63047900,False,,185.70102872021693
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,174.5600128173828,56725400,False,,185.70102872021693
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,175.84832763671875,46172700,False,,185.70102872021693
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,171.73374938964844,64588900,False,,184.04050411628495
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,170.20574951171875,66921800,False,,181.84974120963625
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,170.46542358398438,56294400,False,,180.97625221206889
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.9847412109375,51814200,False,,180.97625221206889
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,173.52139282226562,52164500,False,,180.97625221206889
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,172.1731719970703,49594600,False,,180.97625221206889
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,173.4315185546875,53020300,False,,180.97625221206889
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,174.67987060546875,48527900,False,,180.97625221206889
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,177.25648498535156,57224100,False,,180.97625221206889
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,178.75450134277344,42390800,False,,180.97625221206889
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,178.15528869628906,43698000,False,,180.97625221206889
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,179.5634307861328,47551100,False,,180.97625221206889
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,180.4722442626953,56743100,False,,180.97625221206889
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,178.61468505859375,51427100,False,,180.97625221206889
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,178.48486328125,52517000,False,,180.97625221206889
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,176.9169158935547,57549400,False,,180.97625221206889
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,175.608642578125,54764400,False,,180.97625221206889
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,175.22915649414062,59302900,False,,180.97625221206889
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,172.6525421142578,64189300,False,,180.97625221206889
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,172.7723846435547,55980100,False,,180.97625221206889
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,173.21180725097656,43816600,False,,180.97625221206889
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,170.87489318847656,57157000,False,,180.87981924968568
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,166.67042541503906,70625300,False,,178.70771722671583
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.99867248535156,58499100,False,,177.53590275075763
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,170.06593322753906,51131000,False,,177.53590275075763
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,170.54531860351562,44846000,False,,177.53590275075763
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.74110412597656,56934900,False,,177.53590275075763
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,177.3363800048828,77334800,True,166.53265853497214,
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,176.41757202148438,79763700,True,166.53265853497214,
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,178.9941864013672,63841300,True,167.4786906301127,
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,181.58078002929688,70530000,True,170.35387923527378,
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,182.6493682861328,49340300,True,172.8504637492583,
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,182.1699981689453,53763500,True,173.68682683501862,
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,186.39999389648438,66133400,True,175.31442711913314,
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.8000030517578,43627500,True,175.83665786707974,
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,187.44000244140625,60108400,True,177.82927862022535,
2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,188.00999450683594,53790500,True,179.72080942889306,
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,189.7100067138672,54412900,True,180.89568939881383,
